Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,68.930000,69.239998,68.449997,69.239998,55.454224,10390800
2013-01-03,69.250000,69.349998,68.379997,68.800003,55.101830,8910100
2013-01-04,68.730003,69.180000,68.339996,69.059998,55.310055,6438000
2013-01-07,68.830002,68.919998,68.129997,68.400002,54.781467,6201400
2013-01-08,68.279999,68.889999,68.209999,68.589996,54.933624,5866900
2013-01-09,68.660004,68.709999,68.220001,68.570000,54.917610,5055200
2013-01-10,68.660004,69.029999,67.720001,68.360001,54.749428,11453800
2013-01-11,68.599998,68.790001,68.209999,68.629997,54.965652,6224500
2013-01-14,68.489998,68.669998,68.110001,68.300003,54.701378,5490400
2013-01-15,68.190002,69.239998,68.099998,68.980003,55.246010,6140400
2013-01-16,68.940002,69.370003,68.889999,69.209999,55.430202,4917900
2013-01-17,69.300003,69.320000,68.709999,68.849998,55.141869,7232600
2013-01-18,68.849998,69.199997,68.849998,69.199997,55.422169,7813400
2013-01-22,69.050003,69.650002,68.959999,69.580002,55.726532,5747900
2013-01-23,69.389999,69.639999,69.150002,69.489998,55.654438,6365400
2013-01-24,69.650002,69.989998,69.349998,69.790001,55.894726,9139000
2013-01-25,69.910004,70.000000,68.930000,69.000000,55.262001,7967700
2013-01-28,69.080002,69.500000,68.800003,69.349998,55.542320,7054800
2013-01-29,69.209999,70.199997,69.199997,69.889999,55.974812,9560900
2013-01-30,70.120003,70.120003,69.500000,69.750000,55.862682,7020600
2013-01-31,69.690002,70.440002,69.690002,69.949997,56.022869,7016200
2013-02-01,70.110001,70.540001,69.949997,70.489998,56.455364,6449800
2013-02-04,69.440002,69.900002,69.129997,69.629997,55.766575,10759300
2013-02-05,69.870003,71.070000,69.760002,70.769997,56.679581,10525500
2013-02-06,70.480003,71.320000,70.300003,71.309998,57.112083,9757800
2013-02-07,71.440002,71.639999,70.900002,71.230003,57.048023,8306900
2013-02-08,71.199997,71.639999,71.070000,71.480003,57.248222,5906600
2013-02-11,71.250000,71.510002,70.529999,71.400002,57.184162,6202600
2013-02-12,71.489998,71.660004,71.099998,71.400002,57.184162,4762000
2013-02-13,71.290001,71.699997,71.209999,71.389999,57.176151,3968600
2013-02-14,71.099998,71.230003,70.750000,70.820000,56.719643,6821000
2013-02-15,69.540001,70.000000,68.129997,69.300003,55.502274,25683700
2013-02-19,69.190002,69.449997,68.540001,68.760002,55.069794,14682300
2013-02-20,68.720001,69.849998,68.300003,69.209999,55.430202,11973600
2013-02-21,70.000000,71.470001,69.720001,70.260002,56.271141,20413100
2013-02-22,70.220001,70.540001,69.889999,70.400002,56.383263,9165200
2013-02-25,70.500000,71.339996,70.440002,70.440002,56.415314,11817600
2013-02-26,70.690002,71.389999,70.610001,71.110001,56.951912,10557600
2013-02-27,70.919998,71.959999,70.580002,71.660004,57.392391,8819000
2013-02-28,71.589996,71.879997,70.779999,70.779999,56.687607,18883600
2013-03-01,70.779999,71.900002,70.779999,71.739998,57.456474,8902300
2013-03-04,71.519997,73.260002,71.510002,73.260002,58.673820,10567200
2013-03-05,73.470001,74.040001,72.989998,73.720001,59.042236,9142000
2013-03-06,73.750000,74.129997,73.250000,73.379997,58.769928,7149600
2013-03-07,73.489998,73.610001,73.199997,73.320000,58.721878,6680000
2013-03-08,73.300003,73.389999,72.839996,73.029999,58.866970,5744600
2013-03-11,73.089996,73.239998,72.809998,72.980003,58.826687,5148700
2013-03-12,72.949997,73.900002,72.839996,73.599998,59.326431,8153400
2013-03-13,73.889999,74.199997,73.540001,73.650002,59.366745,5326100
2013-03-14,73.870003,74.000000,73.129997,73.220001,59.020130,6353200
2013-03-15,73.010002,73.500000,72.430000,72.500000,58.439789,17195100
2013-03-18,72.290001,72.730003,72.010002,72.250000,58.238266,5771000
2013-03-19,72.419998,72.870003,72.190002,72.449997,58.399460,5752800
2013-03-20,72.809998,73.379997,72.739998,72.989998,58.834751,6320300
2013-03-21,72.870003,73.470001,72.849998,73.129997,58.947605,5506700
2013-03-22,73.349998,74.290001,73.290001,74.279999,59.874565,7323800
2013-03-25,74.139999,75.110001,74.120003,74.849998,60.334026,10438700
2013-03-26,74.930000,75.089996,74.430000,74.769997,60.269524,6642400
2013-03-27,74.309998,74.959999,74.239998,74.779999,60.277599,5970300
2013-03-28,74.839996,74.970001,74.379997,74.830002,60.317913,7368300
2013-04-01,75.000000,75.930000,74.900002,75.430000,60.801533,8415400
2013-04-02,75.550003,76.050003,75.419998,76.019997,61.277100,6642800
2013-04-03,76.309998,76.680000,75.720001,76.000000,61.260986,7453900
2013-04-04,75.959999,76.580002,75.959999,76.199997,61.422199,7508200
2013-04-05,75.550003,76.410004,75.430000,76.389999,61.575340,5880300
2013-04-08,76.099998,77.449997,75.830002,77.290001,62.300838,8075100
2013-04-09,77.239998,78.459999,77.019997,78.120003,62.969845,8669900
2013-04-10,78.279999,78.379997,77.370003,77.370003,62.365303,8599000
2013-04-11,77.360001,78.370003,77.269997,77.790001,62.703865,7129100
2013-04-12,77.629997,78.849998,77.580002,78.559998,63.324532,6336800
2013-04-15,78.440002,79.279999,78.430000,78.470001,63.251980,8545500
2013-04-16,78.230003,78.860001,78.029999,78.680000,63.421242,6854400
2013-04-17,78.529999,79.070000,78.110001,78.510002,63.284195,7248600
2013-04-18,78.760002,79.050003,76.610001,77.160004,62.196026,14218900
2013-04-19,77.500000,78.440002,77.400002,78.290001,63.106895,7840500
2013-04-22,78.290001,78.440002,77.500000,77.970001,62.848957,5154900
2013-04-23,78.110001,79.220001,78.050003,79.089996,63.751747,6653600
2013-04-24,79.230003,79.500000,77.919998,78.029999,62.897312,8083600
2013-04-25,78.180000,78.830002,77.879997,78.650002,63.397057,5729100
2013-04-26,78.580002,79.150002,78.570000,79.040001,63.711452,5923600
2013-04-29,79.080002,79.250000,78.150002,78.389999,63.187485,6156800
2013-04-30,78.279999,78.300003,77.370003,77.720001,62.647438,7965800
2013-05-01,77.849998,78.660004,77.690002,78.059998,62.921494,6260300
2013-05-02,77.910004,78.489998,77.800003,78.459999,63.243931,4519600
2013-05-03,78.919998,79.339996,78.900002,79.250000,63.880711,5604100
2013-05-06,79.099998,79.160004,78.769997,78.830002,63.542141,4805700
2013-05-07,79.099998,79.139999,78.769997,78.830002,63.542141,6571100
2013-05-08,78.559998,78.660004,77.779999,78.250000,63.452946,8008500
2013-05-09,78.309998,78.959999,77.900002,78.400002,63.574600,6516800
2013-05-10,78.470001,78.910004,78.279999,78.889999,63.971928,5831200
2013-05-13,78.800003,78.940002,77.919998,78.500000,63.655701,7713900
2013-05-14,77.980003,78.860001,77.669998,78.779999,63.882732,10013700
2013-05-15,78.800003,79.959999,78.650002,79.860001,64.758484,8001100
2013-05-16,78.099998,78.860001,77.339996,78.500000,63.655701,12128600
2013-05-17,78.300003,78.589996,77.400002,77.870003,63.144810,10669300
2013-05-20,77.879997,77.900002,77.360001,77.400002,62.763699,5582600
2013-05-21,77.620003,78.180000,77.250000,77.389999,62.755604,7484300
2013-05-22,77.190002,77.800003,76.750000,77.029999,62.463669,9031300
2013-05-23,76.830002,76.940002,76.250000,76.330002,61.896027,8048200
2013-05-24,76.320000,77.410004,76.150002,77.309998,62.690712,7589600
2013-05-28,77.519997,78.040001,77.059998,77.320000,62.698841,6059200
2013-05-29,77.050003,77.050003,76.059998,76.230003,61.814926,5882300
2013-05-30,76.489998,76.540001,75.610001,75.629997,61.328411,6228000
2013-05-31,75.360001,75.629997,74.820000,74.839996,60.687798,9745700
2013-06-03,75.059998,75.800003,74.639999,75.690002,61.377068,8440500
2013-06-04,75.769997,76.379997,75.470001,75.940002,61.579769,9344000
2013-06-05,75.720001,75.949997,75.070000,75.250000,61.020260,6778600
2013-06-06,75.269997,75.739998,74.839996,75.629997,61.328411,9425100
2013-06-07,76.379997,76.870003,76.190002,76.330002,61.896027,8347200
2013-06-10,76.279999,76.650002,75.660004,75.750000,61.425697,6731500
2013-06-11,75.419998,75.830002,74.989998,75.250000,61.020260,6006400
2013-06-12,75.470001,75.709999,74.650002,74.839996,60.687798,4731100
2013-06-13,74.779999,75.330002,74.559998,75.000000,60.817524,7239500
2013-06-14,74.839996,75.269997,74.800003,74.870003,60.712109,6351500
2013-06-17,75.000000,75.449997,74.510002,74.949997,60.776989,6480600
2013-06-18,75.000000,75.879997,74.800003,75.730003,61.409496,6739700
2013-06-19,75.739998,75.959999,74.339996,74.459999,60.379639,8329100
2013-06-20,74.500000,74.660004,73.010002,73.029999,59.220051,9069700
2013-06-21,73.519997,74.199997,73.250000,73.510002,59.609280,14564500
